"trip_id","arrival_time","departure_time","stop_id","stop_sequence","pickup_type","drop_off_type"
"GO103_25_137","09:27:00","09:27:00","184","15","0","0"
"GO103_25_137","09:34:00","09:35:00","102","16","0","0"
"GO103_25_137","09:54:00","09:54:00","237","17","0","0"
"GO103_25_138","10:33:00","10:33:00","237","1","0","0"
"GO103_25_138","10:49:00","10:49:00","55","2","0","0"
"GO103_25_138","10:51:00","10:51:00","107","3","0","0"
"GO103_25_138","10:55:00","10:57:00","102","4","0","0"
"GO103_25_138","11:10:00","11:10:00","125","5","0","0"
"GO103_25_138","11:13:00","11:13:00","183","6","0","0"
"GO103_25_138","11:16:00","11:16:00","225","7","0","0"
"GO103_25_138","11:19:00","11:19:00","64","8","0","0"
"GO103_25_138","11:22:00","11:22:00","226","9","0","0"
"GO103_25_138","11:25:00","11:25:00","16","10","0","0"
"GO103_25_138","11:28:00","11:28:00","215","11","0","0"
"GO103_25_138","11:31:00","11:31:00","187","12","0","0"
"GO103_25_138","11:33:00","11:33:00","136","13","0","0"
"GO103_25_138","11:35:00","11:35:00","135","14","0","0"
"GO103_25_138","11:38:00","11:38:00","8","15","0","0"
"GO103_25_138","11:41:00","11:41:00","38","16","0","0"
"GO103_25_138","11:44:00","11:44:00","117","17","0","0"
"GO103_25_138","11:50:00","11:50:00","27","18","0","0"
"GO103_25_139","09:02:00","09:02:00","27","1","0","0"
"GO103_25_139","09:10:00","09:10:00","8","2","0","0"
"GO103_25_139","09:14:00","09:14:00","136","3","0","0"
"GO103_25_139","09:19:00","09:19:00","16","4","0","0"
"GO103_25_139","09:24:00","09:24:00","64","5","0","0"
"GO103_25_139","09:41:00","09:42:00","102","6","0","0"
"GO103_25_139","10:01:00","10:01:00","237","7","0","0"
"GO103_25_141","09:42:00","09:42:00","27","1","0","0"
"GO103_25_141","09:48:00","09:48:00","117","2","0","0"
"GO103_25_141","09:51:00","09:51:00","38","3","0","0"
"GO103_25_141","09:53:00","09:53:00","8","4","0","0"
"GO103_25_141","09:55:00","09:55:00","135","5","0","0"
"GO103_25_141","09:57:00","09:57:00","136","6","0","0"
"GO103_25_141","09:59:00","09:59:00","187","7","0","0"
"GO103_25_141","10:02:00","10:02:00","215","8","0","0"
"GO103_25_141","10:05:00","10:05:00","16","9","0","0"
"GO103_25_141","10:08:00","10:08:00","226","10","0","0"
"GO103_25_141","10:11:00","10:11:00","64","11","0","0"
"GO103_25_141","10:14:00","10:14:00","225","12","0","0"
"GO103_25_141","10:17:00","10:17:00","183","13","0","0"
"GO103_25_141","10:33:00","10:35:00","102","14","0","0"
"GO103_25_141","10:53:00","10:53:00","237","15","0","0"
"GO103_25_143","10:12:00","10:12:00","27","1","0","0"
"GO103_25_143","10:18:00","10:18:00","117","2","0","0"
"GO103_25_143","10:21:00","10:21:00","38","3","0","0"
"GO103_25_143","10:23:00","10:23:00","8","4","0","0"
"GO103_25_143","10:25:00","10:25:00","135","5","0","0"
"GO103_25_143","10:28:00","10:28:00","136","6","0","0"
"GO103_25_143","10:37:00","10:37:00","64","7","0","0"
"GO103_25_143","10:54:00","10:56:00","102","8","0","0"
"GO103_25_143","11:16:00","11:16:00","237","9","0","0"
"GO103_25_144","11:23:00","11:23:00","237","1","0","0"
"GO103_25_144","11:35:00","11:35:00","214","2","0","0"
"GO103_25_144","11:43:00","11:45:00","102","3","0","0"
"GO103_25_144","12:02:00","12:02:00","64","4","0","0"
"GO103_25_144","12:12:00","12:12:00","136","5","0","0"
"GO103_25_144","12:14:00","12:14:00","135","6","0","0"
"GO103_25_144","12:17:00","12:17:00","8","7","0","0"
"GO103_25_144","12:20:00","12:20:00","38","8","0","0"
"GO103_25_144","12:23:00","12:23:00","117","9","0","0"
"GO103_25_144","12:28:00","12:28:00","27","10","0","0"
"GO103_25_145","10:42:00","10:42:00","27","1","0","0"
"GO103_25_145","10:48:00","10:48:00","117","2","0","0"
"GO103_25_145","10:51:00","10:51:00","38","3","0","0"
"GO103_25_145","10:53:00","10:53:00","8","4","0","0"
"GO103_25_145","10:55:00","10:55:00","135","5","0","0"
"GO103_25_145","10:57:00","10:57:00","136","6","0","0"
"GO103_25_145","11:00:00","11:00:00","187","7","0","0"
"GO103_25_145","11:03:00","11:03:00","215","8","0","0"
"GO103_25_145","11:06:00","11:06:00","16","9","0","0"
"GO103_25_145","11:09:00","11:09:00","226","10","0","0"
"GO103_25_145","11:12:00","11:12:00","64","11","0","0"
"GO103_25_145","11:15:00","11:15:00","225","12","0","0"
"GO103_25_145","11:18:00","11:18:00","183","13","0","0"
"GO103_25_145","11:34:00","11:35:00","102","14","0","0"
"GO103_25_145","11:53:00","11:53:00","237","15","0","0"
"GO103_25_146","11:33:00","11:33:00","237","1","0","0"
"GO103_25_146","11:49:00","11:49:00","55","2","0","0"
"GO103_25_146","11:51:00","11:51:00","107","3","0","0"
"GO103_25_146","11:55:00","11:57:00","102","4","0","0"
"GO103_25_146","12:10:00","12:10:00","125","5","0","0"
"GO103_25_146","12:13:00","12:13:00","183","6","0","0"
"GO103_25_146","12:16:00","12:16:00","225","7","0","0"
"GO103_25_146","12:19:00","12:19:00","64","8","0","0"
"GO103_25_146","12:22:00","12:22:00","226","9","0","0"
"GO103_25_146","12:25:00","12:25:00","16","10","0","0"
"GO103_25_146","12:28:00","12:28:00","215","11","0","0"
"GO103_25_146","12:31:00","12:31:00","187","12","0","0"
"GO103_25_146","12:33:00","12:33:00","136","13","0","0"
"GO103_25_146","12:35:00","12:35:00","135","14","0","0"
"GO103_25_146","12:38:00","12:38:00","8","15","0","0"
"GO103_25_146","12:41:00","12:41:00","38","16","0","0"
"GO103_25_146","12:44:00","12:44:00","117","17","0","0"
"GO103_25_146","12:50:00","12:50:00","27","18","0","0"
"GO103_25_147","11:12:00","11:12:00","27","1","0","0"
"GO103_25_147","11:18:00","11:18:00","117","2","0","0"
"GO103_25_147","11:21:00","11:21:00","38","3","0","0"
"GO103_25_147","11:23:00","11:23:00","8","4","0","0"
"GO103_25_147","11:25:00","11:25:00","135","5","0","0"
"GO103_25_147","11:28:00","11:28:00","136","6","0","0"
"GO103_25_147","11:37:00","11:37:00","64","7","0","0"
"GO103_25_147","11:54:00","11:56:00","102","8","0","0"
"GO103_25_147","12:16:00","12:16:00","237","9","0","0"
"GO103_25_148","12:23:00","12:23:00","237","1","0","0"
"GO103_25_148","12:35:00","12:35:00","214","2","0","0"
"GO103_25_148","12:43:00","12:45:00","102","3","0","0"
"GO103_25_148","13:02:00","13:02:00","64","4","0","0"
"GO103_25_148","13:12:00","13:12:00","136","5","0","0"
"GO103_25_148","13:14:00","13:14:00","135","6","0","0"
"GO103_25_148","13:17:00","13:17:00","8","7","0","0"
"GO103_25_148","13:20:00","13:20:00","38","8","0","0"
"GO103_25_148","13:23:00","13:23:00","117","9","0","0"
"GO103_25_148","13:28:00","13:28:00","27","10","0","0"
"GO103_25_149","11:42:00","11:42:00","27","1","0","0"
"GO103_25_149","11:48:00","11:48:00","117","2","0","0"
"GO103_25_149","11:51:00","11:51:00","38","3","0","0"
"GO103_25_149","11:53:00","11:53:00","8","4","0","0"
"GO103_25_149","11:55:00","11:55:00","135","5","0","0"
"GO103_25_149","11:57:00","11:57:00","136","6","0","0"
"GO103_25_149","12:00:00","12:00:00","187","7","0","0"
"GO103_25_149","12:03:00","12:03:00","215","8","0","0"
"GO103_25_149","12:06:00","12:06:00","16","9","0","0"
"GO103_25_149","12:09:00","12:09:00","226","10","0","0"
"GO103_25_149","12:12:00","12:12:00","64","11","0","0"
"GO103_25_149","12:15:00","12:15:00","225","12","0","0"
"GO103_25_149","12:18:00","12:18:00","183","13","0","0"
"GO103_25_149","12:34:00","12:35:00","102","14","0","0"
"GO103_25_149","12:54:00","12:54:00","237","15","0","0"
"GO103_25_150","12:33:00","12:33:00","237","1","0","0"
"GO103_25_150","12:49:00","12:49:00","55","2","0","0"
"GO103_25_150","12:51:00","12:51:00","107","3","0","0"
"GO103_25_150","12:55:00","12:57:00","102","4","0","0"
"GO103_25_150","13:10:00","13:10:00","125","5","0","0"
"GO103_25_150","13:13:00","13:13:00","183","6","0","0"
"GO103_25_150","13:16:00","13:16:00","225","7","0","0"
"GO103_25_150","13:19:00","13:19:00","64","8","0","0"
"GO103_25_150","13:22:00","13:22:00","226","9","0","0"
"GO103_25_150","13:25:00","13:25:00","16","10","0","0"
"GO103_25_150","13:28:00","13:28:00","215","11","0","0"
"GO103_25_150","13:31:00","13:31:00","187","12","0","0"
"GO103_25_150","13:33:00","13:33:00","136","13","0","0"
"GO103_25_150","13:35:00","13:35:00","135","14","0","0"
"GO103_25_150","13:38:00","13:38:00","8","15","0","0"
"GO103_25_150","13:41:00","13:41:00","38","16","0","0"
"GO103_25_150","13:44:00","13:44:00","117","17","0","0"
"GO103_25_150","13:50:00","13:50:00","27","18","0","0"
"GO103_25_152","13:23:00","13:23:00","237","1","0","0"
"GO103_25_152","13:35:00","13:35:00","214","2","0","0"
"GO103_25_152","13:43:00","13:45:00","102","3","0","0"
"GO103_25_152","14:02:00","14:02:00","64","4","0","0"
"GO103_25_152","14:12:00","14:12:00","136","5","0","0"
"GO103_25_152","14:14:00","14:14:00","135","6","0","0"
"GO103_25_152","14:17:00","14:17:00","8","7","0","0"
"GO103_25_152","14:20:00","14:20:00","38","8","0","0"
"GO103_25_152","14:23:00","14:23:00","117","9","0","0"
"GO103_25_152","14:28:00","14:28:00","27","10","0","0"
"GO103_25_155","12:12:00","12:12:00","27","1","0","0"
"GO103_25_155","12:18:00","12:18:00","117","2","0","0"
"GO103_25_155","12:21:00","12:21:00","38","3","0","0"
"GO103_25_155","12:23:00","12:23:00","8","4","0","0"
"GO103_25_155","12:25:00","12:25:00","135","5","0","0"
"GO103_25_155","12:28:00","12:28:00","136","6","0","0"
"GO103_25_155","12:37:00","12:37:00","64","7","0","0"
"GO103_25_155","12:54:00","12:56:00","102","8","0","0"
"GO103_25_155","13:16:00","13:16:00","237","9","0","0"
"GO103_25_156","13:33:00","13:33:00","237","1","0","0"
"GO103_25_156","13:49:00","13:49:00","55","2","0","0"
"GO103_25_156","13:51:00","13:51:00","107","3","0","0"
"GO103_25_156","13:55:00","13:57:00","102","4","0","0"
"GO103_25_156","14:10:00","14:10:00","125","5","0","0"
"GO103_25_156","14:13:00","14:13:00","183","6","0","0"
"GO103_25_156","14:16:00","14:16:00","225","7","0","0"
"GO103_25_156","14:19:00","14:19:00","64","8","0","0"
"GO103_25_156","14:22:00","14:22:00","226","9","0","0"
"GO103_25_156","14:25:00","14:25:00","16","10","0","0"
"GO103_25_156","14:28:00","14:28:00","215","11","0","0"
"GO103_25_156","14:31:00","14:31:00","187","12","0","0"
"GO103_25_156","14:33:00","14:33:00","136","13","0","0"
"GO103_25_156","14:35:00","14:35:00","135","14","0","0"
"GO103_25_156","14:38:00","14:38:00","8","15","0","0"
"GO103_25_156","14:41:00","14:41:00","38","16","0","0"
"GO103_25_156","14:44:00","14:44:00","117","17","0","0"
"GO103_25_156","14:50:00","14:50:00","27","18","0","0"
"GO103_25_157","12:42:00","12:42:00","27","1","0","0"
"GO103_25_157","12:48:00","12:48:00","117","2","0","0"
"GO103_25_157","12:51:00","12:51:00","38","3","0","0"
"GO103_25_157","12:53:00","12:53:00","8","4","0","0"
"GO103_25_157","12:55:00","12:55:00","135","5","0","0"
"GO103_25_157","12:57:00","12:57:00","136","6","0","0"
"GO103_25_157","13:00:00","13:00:00","187","7","0","0"
"GO103_25_157","13:03:00","13:03:00","215","8","0","0"
"GO103_25_157","13:06:00","13:06:00","16","9","0","0"
"GO103_25_157","13:09:00","13:09:00","226","10","0","0"
"GO103_25_157","13:12:00","13:12:00","64","11","0","0"
"GO103_25_157","13:15:00","13:15:00","225","12","0","0"
"GO103_25_157","13:18:00","13:18:00","183","13","0","0"
"GO103_25_157","13:34:00","13:35:00","102","14","0","0"
"GO103_25_157","13:53:00","13:53:00","237","15","0","0"
"GO103_25_158","14:32:00","14:32:00","237","1","0","0"
"GO103_25_158","14:48:00","14:48:00","55","2","0","0"
"GO103_25_158","14:50:00","14:50:00","107","3","0","0"
"GO103_25_158","14:54:00","14:56:00","102","4","0","0"
"GO103_25_158","15:14:00","15:14:00","64","5","0","0"
"GO103_25_158","15:19:00","15:19:00","16","6","0","0"
"GO103_25_158","15:24:00","15:24:00","136","7","0","0"
"GO103_25_158","15:28:00","15:28:00","8","8","0","0"
"GO103_25_158","15:35:00","15:35:00","27","9","0","0"
"GO103_25_159","13:12:00","13:12:00","27","1","0","0"
"GO103_25_159","13:18:00","13:18:00","117","2","0","0"
"GO103_25_159","13:21:00","13:21:00","38","3","0","0"
"GO103_25_159","13:23:00","13:23:00","8","4","0","0"
"GO103_25_159","13:25:00","13:25:00","135","5","0","0"
"GO103_25_159","13:28:00","13:28:00","136","6","0","0"
"GO103_25_159","13:37:00","13:37:00","64","7","0","0"
"GO103_25_159","13:54:00","13:56:00","102","8","0","0"
"GO103_25_159","14:16:00","14:16:00","237","9","0","0"
"GO103_25_160","14:39:00","14:39:00","237","1","0","0"
"GO103_25_160","14:58:00","14:59:00","102","2","0","0"
"GO103_25_160","15:15:00","15:15:00","183","3","0","0"
"GO103_25_160","15:18:00","15:18:00","225","4","0","0"
"GO103_25_160","15:21:00","15:21:00","64","5","0","0"
"GO103_25_160","15:24:00","15:24:00","226","6","0","0"
"GO103_25_160","15:27:00","15:27:00","16","7","0","0"
"GO103_25_160","15:30:00","15:30:00","215","8","0","0"
"GO103_25_160","15:33:00","15:33:00","187","9","0","0"
"GO103_25_160","15:35:00","15:35:00","136","10","0","0"
"GO103_25_160","15:37:00","15:37:00","135","11","0","0"
"GO103_25_160","15:40:00","15:40:00","8","12","0","0"
"GO103_25_160","15:43:00","15:43:00","38","13","0","0"
"GO103_25_160","15:46:00","15:46:00","117","14","0","0"
"GO103_25_160","15:52:00","15:52:00","27","15","0","0"
"GO103_25_161","13:41:00","13:41:00","27","1","0","0"
"GO103_25_161","13:47:00","13:47:00","117","2","0","0"
"GO103_25_161","13:50:00","13:50:00","38","3","0","0"
"GO103_25_161","13:52:00","13:52:00","8","4","0","0"
"GO103_25_161","13:54:00","13:54:00","135","5","0","0"
"GO103_25_161","13:56:00","13:56:00","136","6","0","0"
"GO103_25_161","13:59:00","13:59:00","187","7","0","0"
"GO103_25_161","14:02:00","14:02:00","215","8","0","0"
"GO103_25_161","14:05:00","14:05:00","16","9","0","0"
"GO103_25_161","14:08:00","14:08:00","226","10","0","0"
"GO103_25_161","14:11:00","14:11:00","64","11","0","0"
"GO103_25_161","14:14:00","14:14:00","225","12","0","0"
"GO103_25_161","14:17:00","14:17:00","183","13","0","0"
"GO103_25_161","14:35:00","14:37:00","102","14","0","0"
"GO103_25_161","14:42:00","14:42:00","107","15","0","0"
"GO103_25_161","14:44:00","14:44:00","55","16","0","0"
"GO103_25_161","14:49:00","14:49:00","214","17","0","0"
"GO103_25_161","14:59:00","14:59:00","237","18","0","0"
"GO103_25_162","14:45:00","14:45:00","237","1","0","0"
"GO103_25_162","14:56:00","14:56:00","214","2","0","0"
"GO103_25_162","15:05:00","15:06:00","102","3","0","0"
"GO103_25_162","15:22:00","15:22:00","183","4","0","0"
"GO103_25_162","15:25:00","15:25:00","225","5","0","0"
"GO103_25_162","15:28:00","15:28:00","64","6","0","0"
"GO103_25_162","15:31:00","15:31:00","226","7","0","0"
"GO103_25_162","15:34:00","15:34:00","16","8","0","0"
"GO103_25_162","15:37:00","15:37:00","215","9","0","0"
"GO103_25_162","15:40:00","15:40:00","187","10","0","0"
"GO103_25_162","15:42:00","15:42:00","136","11","0","0"
"GO103_25_162","15:44:00","15:44:00","135","12","0","0"
"GO103_25_162","15:47:00","15:47:00","8","13","0","0"
"GO103_25_162","15:50:00","15:50:00","38","14","0","0"
"GO103_25_162","15:53:00","15:53:00","117","15","0","0"
"GO103_25_162","15:59:00","15:59:00","27","16","0","0"
"GO103_25_163","14:14:00","14:14:00","27","1","0","0"
"GO103_25_163","14:20:00","14:20:00","117","2","0","0"
"GO103_25_163","14:23:00","14:23:00","38","3","0","0"
"GO103_25_163","14:25:00","14:25:00","8","4","0","0"
"GO103_25_163","14:27:00","14:27:00","135","5","0","0"
"GO103_25_163","14:30:00","14:30:00","136","6","0","0"
"GO103_25_163","14:39:00","14:39:00","64","7","0","0"
"GO103_25_163","14:56:00","14:57:00","102","8","0","0"
"GO103_25_163","15:06:00","15:06:00","214","9","0","0"
"GO103_25_163","15:16:00","15:16:00","237","10","0","0"
"GO103_25_164","15:17:00","15:17:00","237","1","0","0"
"GO103_25_164","15:28:00","15:28:00","214","2","0","0"
"GO103_25_164","15:37:00","15:38:00","102","3","0","0"
"GO103_25_164","15:54:00","15:54:00","183","4","0","0"
"GO103_25_164","15:59:00","15:59:00","64","5","0","0"
"GO103_25_164","16:04:00","16:04:00","16","6","0","0"
"GO103_25_164","16:09:00","16:09:00","136","7","0","0"
"GO103_25_164","16:14:00","16:14:00","8","8","0","0"
"GO103_25_164","16:22:00","16:22:00","27","9","0","0"
"GO103_25_165","14:42:00","14:42:00","27","1","0","0"
"GO103_25_165","14:48:00","14:48:00","117","2","0","0"
"GO103_25_165","14:51:00","14:51:00","38","3","0","0"
"GO103_25_165","14:53:00","14:53:00","8","4","0","0"
"GO103_25_165","14:56:00","14:56:00","135","5","0","0"
"GO103_25_165","14:58:00","14:58:00","136","6","0","0"
"GO103_25_165","15:01:00","15:01:00","187","7","0","0"
"GO103_25_165","15:04:00","15:04:00","215","8","0","0"
"GO103_25_165","15:07:00","15:07:00","16","9","0","0"
"GO103_25_165","15:10:00","15:10:00","226","10","0","0"
"GO103_25_165","15:13:00","15:13:00","64","11","0","0"
"GO103_25_165","15:16:00","15:16:00","225","12","0","0"
"GO103_25_165","15:19:00","15:19:00","183","13","0","0"
"GO103_25_165","15:35:00","15:36:00","102","14","0","0"
"GO103_25_165","15:54:00","15:54:00","237","15","0","0"
"GO103_25_166","15:38:00","15:38:00","237","1","0","0"
"GO103_25_166","15:58:00","15:59:00","102","2","0","0"
"GO103_25_166","16:24:00","16:24:00","226","3","0","0"
"GO103_25_166","16:27:00","16:27:00","16","4","0","0"
"GO103_25_166","16:30:00","16:30:00","215","5","0","0"
"GO103_25_166","16:33:00","16:33:00","187","6","0","0"
"GO103_25_166","16:35:00","16:35:00","136","7","0","0"
"GO103_25_166","16:37:00","16:37:00","135","8","0","0"
"GO103_25_166","16:40:00","16:40:00","8","9","0","0"
"GO103_25_166","16:43:00","16:43:00","38","10","0","0"
"GO103_25_166","16:46:00","16:46:00","117","11","0","0"
"GO103_25_166","16:52:00","16:52:00","27","12","0","0"
"GO103_25_167","15:07:00","15:07:00","27","1","0","0"
"GO103_25_167","15:29:00","15:29:00","64","2","0","0"
"GO103_25_167","15:48:00","15:49:00","102","3","0","0"
"GO103_25_167","15:53:00","15:53:00","107","4","0","0"
"GO103_25_167","15:55:00","15:55:00","55","5","0","0"
"GO103_25_167","16:09:00","16:09:00","237","6","0","0"
"GO103_25_168","16:13:00","16:13:00","237","1","0","0"
"GO103_25_168","16:24:00","16:24:00","214","2","0","0"
"GO103_25_168","16:32:00","16:33:00","102","3","0","0"
"GO103_25_168","16:51:00","16:51:00","64","4","0","0"
"GO103_25_168","16:56:00","16:56:00","16","5","0","0"
"GO103_25_168","17:01:00","17:01:00","136","6","0","0"
"GO103_25_168","17:05:00","17:05:00","8","7","0","0"
"GO103_25_168","17:12:00","17:12:00","27","8","0","0"
"GO103_25_169","15:43:00","15:43:00","27","1","0","0"
"GO103_25_169","15:49:00","15:49:00","117","2","0","0"
"GO103_25_169","15:52:00","15:52:00","38","3","0","0"
"GO103_25_169","15:54:00","15:54:00","8","4","0","0"
"GO103_25_169","15:56:00","15:56:00","135","5","0","0"
"GO103_25_169","15:58:00","15:58:00","136","6","0","0"
"GO103_25_169","16:01:00","16:01:00","187","7","0","0"
"GO103_25_169","16:04:00","16:04:00","215","8","0","0"
"GO103_25_169","16:07:00","16:07:00","16","9","0","0"
"GO103_25_169","16:10:00","16:10:00","226","10","0","0"
"GO103_25_169","16:13:00","16:13:00","64","11","0","0"
"GO103_25_169","16:16:00","16:16:00","225","12","0","0"
"GO103_25_169","16:19:00","16:19:00","183","13","0","0"
"GO103_25_169","16:34:00","16:35:00","102","14","0","0"
"GO103_25_169","16:40:00","16:40:00","55","15","0","0"
"GO103_25_169","16:54:00","16:54:00","237","16","0","0"
"GO103_25_170","16:25:00","16:25:00","237","1","0","0"
"GO103_25_170","16:44:00","16:45:00","102","2","0","0"
"GO103_25_170","17:10:00","17:10:00","215","3","0","0"
"GO103_25_170","17:13:00","17:13:00","187","4","0","0"
"GO103_25_170","17:15:00","17:15:00","136","5","0","0"
"GO103_25_170","17:17:00","17:17:00","135","6","0","0"
"GO103_25_170","17:20:00","17:20:00","8","7","0","0"
"GO103_25_170","17:23:00","17:23:00","38","8","0","0"
"GO103_25_170","17:26:00","17:26:00","117","9","0","0"
"GO103_25_170","17:32:00","17:32:00","27","10","0","0"
"GO103_25_171","16:07:00","16:07:00","27","1","0","0"
"GO103_25_171","16:15:00","16:15:00","8","2","0","0"
"GO103_25_171","16:19:00","16:19:00","136","3","0","0"
"GO103_25_171","16:24:00","16:24:00","16","4","0","0"
"GO103_25_171","16:29:00","16:29:00","64","5","0","0"
"GO103_25_171","16:46:00","16:47:00","102","6","0","0"
"GO103_25_171","16:55:00","16:55:00","214","7","0","0"
"GO103_25_171","17:05:00","17:05:00","237","8","0","0"
"GO103_25_172","17:16:00","17:16:00","237","1","0","0"
"GO103_25_172","17:35:00","17:36:00","102","2","0","0"
"GO103_25_172","18:01:00","18:01:00","215","3","0","0"
"GO103_25_172","18:04:00","18:04:00","187","4","0","0"
"GO103_25_172","18:06:00","18:06:00","136","5","0","0"
"GO103_25_172","18:08:00","18:08:00","135","6","0","0"
"GO103_25_172","18:11:00","18:11:00","8","7","0","0"
"GO103_25_172","18:14:00","18:14:00","38","8","0","0"
"GO103_25_172","18:17:00","18:17:00","117","9","0","0"
"GO103_25_172","18:23:00","18:23:00","27","10","0","0"
"GO103_25_173","16:52:00","16:52:00","27","1","0","0"
"GO103_25_173","16:58:00","16:58:00","117","2","0","0"
"GO103_25_173","17:01:00","17:01:00","38","3","0","0"
"GO103_25_173","17:03:00","17:03:00","8","4","0","0"
"GO103_25_173","17:05:00","17:05:00","135","5","0","0"
"GO103_25_173","17:07:00","17:07:00","136","6","0","0"
"GO103_25_173","17:10:00","17:10:00","187","7","0","0"
"GO103_25_173","17:13:00","17:13:00","215","8","0","0"
"GO103_25_173","17:16:00","17:16:00","16","9","0","0"
"GO103_25_173","17:19:00","17:19:00","226","10","0","0"
"GO103_25_173","17:22:00","17:22:00","64","11","0","0"
"GO103_25_173","17:25:00","17:25:00","225","12","0","0"
"GO103_25_173","17:28:00","17:28:00","183","13","0","0"
"GO103_25_173","17:39:00","17:39:00","184","14","0","0"
"GO103_25_173","17:45:00","17:46:00","102","15","0","0"
"GO103_25_173","17:51:00","17:51:00","55","16","0","0"
"GO103_25_173","18:05:00","18:05:00","237","17","0","0"
"GO103_25_174","17:41:00","17:41:00","237","1","0","0"
"GO103_25_174","17:57:00","17:57:00","107","2","0","0"
"GO103_25_174","18:00:00","18:01:00","102","3","0","0"
"GO103_25_174","18:25:00","18:25:00","215","4","0","0"
"GO103_25_174","18:28:00","18:28:00","187","5","0","0"
"GO103_25_174","18:30:00","18:30:00","136","6","0","0"
"GO103_25_174","18:32:00","18:32:00","135","7","0","0"
"GO103_25_174","18:35:00","18:35:00","8","8","0","0"
"GO103_25_174","18:38:00","18:38:00","38","9","0","0"
"GO103_25_174","18:41:00","18:41:00","117","10","0","0"
"GO103_25_174","18:47:00","18:47:00","27","11","0","0"
"GO103_25_175","17:35:00","17:35:00","27","1","0","0"
"GO103_25_175","17:41:00","17:41:00","117","2","0","0"
"GO103_25_175","17:44:00","17:44:00","38","3","0","0"
"GO103_25_175","17:47:00","17:47:00","8","4","0","0"
"GO103_25_175","17:49:00","17:49:00","135","5","0","0"
"GO103_25_175","17:51:00","17:51:00","136","6","0","0"
"GO103_25_175","17:54:00","17:54:00","187","7","0","0"
"GO103_25_175","17:57:00","17:57:00","215","8","0","0"
"GO103_25_175","18:00:00","18:00:00","16","9","0","0"
"GO103_25_175","18:03:00","18:03:00","226","10","0","0"
"GO103_25_175","18:06:00","18:06:00","64","11","0","0"
"GO103_25_175","18:09:00","18:09:00","225","12","0","0"
"GO103_25_175","18:12:00","18:12:00","183","13","0","0"
"GO103_25_175","18:26:00","18:27:00","102","14","0","0"
"GO103_25_175","18:32:00","18:32:00","55","15","0","0"
"GO103_25_175","18:46:00","18:46:00","237","16","0","0"
"GO103_25_176","18:31:00","18:31:00","237","1","0","0"
"GO103_25_176","18:45:00","18:45:00","55","2","0","0"
"GO103_25_176","18:50:00","18:51:00","102","3","0","0"
"GO103_25_176","19:16:00","19:16:00","215","4","0","0"
"GO103_25_176","19:19:00","19:19:00","187","5","0","0"
"GO103_25_176","19:21:00","19:21:00","136","6","0","0"
"GO103_25_176","19:23:00","19:23:00","135","7","0","0"
"GO103_25_176","19:26:00","19:26:00","8","8","0","0"
"GO103_25_176","19:29:00","19:29:00","38","9","0","0"
"GO103_25_176","19:32:00","19:32:00","117","10","0","0"
"GO103_25_176","19:38:00","19:38:00","27","11","0","0"
"GO103_25_177","18:06:00","18:06:00","27","1","0","0"
"GO103_25_177","18:14:00","18:14:00","8","2","0","0"
"GO103_25_177","18:18:00","18:18:00","136","3","0","0"
"GO103_25_177","18:23:00","18:23:00","16","4","0","0"
"GO103_25_177","18:28:00","18:28:00","64","5","0","0"
"GO103_25_177","18:45:00","18:46:00","102","6","0","0"
"GO103_25_177","18:54:00","18:54:00","214","7","0","0"
"GO103_25_177","19:04:00","19:04:00","237","8","0","0"
"GO103_25_178","19:00:00","19:00:00","237","1","0","0"
"GO103_25_178","19:19:00","19:20:00","102","2","0","0"
"GO103_25_178","19:34:00","19:34:00","183","3","0","0"
"GO103_25_178","19:37:00","19:37:00","225","4","0","0"
"GO103_25_178","19:40:00","19:40:00","64","5","0","0"
"GO103_25_178","19:43:00","19:43:00","226","6","0","0"
"GO103_25_178","19:46:00","19:46:00","16","7","0","0"
"GO103_25_178","19:49:00","19:49:00","215","8","0","0"
"GO103_25_178","19:52:00","19:52:00","187","9","0","0"
"GO103_25_178","19:54:00","19:54:00","136","10","0","0"
"GO103_25_178","19:56:00","19:56:00","135","11","0","0"
"GO103_25_178","19:59:00","19:59:00","8","12","0","0"
"GO103_25_178","20:02:00","20:02:00","38","13","0","0"
"GO103_25_178","20:05:00","20:05:00","117","14","0","0"
"GO103_25_178","20:11:00","20:11:00","27","15","0","0"
"GO103_25_179","18:38:00","18:38:00","27","1","0","0"
"GO103_25_179","18:44:00","18:44:00","117","2","0","0"
"GO103_25_179","18:47:00","18:47:00","38","3","0","0"
"GO103_25_179","18:49:00","18:49:00","8","4","0","0"
"GO103_25_179","18:51:00","18:51:00","135","5","0","0"
"GO103_25_179","18:53:00","18:53:00","136","6","0","0"
"GO103_25_179","18:56:00","18:56:00","187","7","0","0"
"GO103_25_179","18:59:00","18:59:00","215","8","0","0"
"GO103_25_179","19:02:00","19:02:00","16","9","0","0"
"GO103_25_179","19:05:00","19:05:00","226","10","0","0"
"GO103_25_179","19:08:00","19:08:00","64","11","0","0"
"GO103_25_179","19:11:00","19:11:00","225","12","0","0"
"GO103_25_179","19:14:00","19:14:00","183","13","0","0"
"GO103_25_179","19:29:00","19:30:00","102","14","0","0"
"GO103_25_179","19:35:00","19:35:00","55","15","0","0"
"GO103_25_179","19:49:00","19:49:00","237","16","0","0"
"GO103_25_180","19:23:00","19:23:00","237","1","0","0"
