from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
33,33,,,246101124610284+1846452+0,246101124610284+1846720+0,1,
33,33,,,246104624610561+1846452+0,246104624610561+1846720+0,1,
33,33,,,246104624610562+1846452+0,246104624610562+1846720+0,1,
33,33,,,246106124610634+1846452+0,246106124610634+1846720+0,1,
33,33,,,246106724610841+1846452+0,246106724610841+1846720+0,1,
33,33,,,246101524611765+1846453+0,246101524611765+1846721+0,1,
33,33,,,246103924610401+1846454+0,246103224610411+1846722+0,1,
33,33,,,246103924610402+1846454+0,246103224610412+1846722+0,1,
33,33,,,246099224609934+1846459+0,246099224609934+1846726+0,1,
33,33,,,246100424610052+1846459+0,246100424610052+1846726+0,1,
33,33,,,246099424610015+1846460+0,246099424610015+1846727+0,1,
33,33,,,246103224610413+1846461+0,246103224610413+1846728+0,1,
33,33,,,246106724610844+1846478+1,246106724610844+1846741+1,1,
33,33,,,246108924610912+1846478+1,246108924610912+1846741+1,1,
33,33,,,246101524611765+1846479+1,246101524611765+1846742+1,1,
33,33,,,246103224610343+1846480+1,246103224610413+1846743+1,1,
33,33,,,246099724610001+1846490+1,246099724610001+1846760+1,1,
33,33,,,246099724610004+1846490+1,246099724610004+1846760+1,1,
33,33,,,246106724610843+1846490+1,246106724610843+1846760+1,1,
33,33,,,246109524611753+1846490+1,246109524611753+1846760+1,1,
33,33,,,246101524611765+1846491+1,246101524611765+1846761+1,1,
33,33,,,246104624610564+1846498+1,246104624610564+1846760+1,1,
33,33,,,246106124610634+1846498+1,246106124610634+1846760+1,1,
33,33,,,246108924610913+1846498+1,246108924610913+1846760+1,1,
33,33,,,246103924610411+1846501+1,246103224610411+1846762+1,1,
33,33,,,246103924610412+1846501+1,246103224610412+1846762+1,1,
33,33,,,246099224609933+1846508+1,246099224609933+1846763+1,1,
33,33,,,246099724610002+1846508+1,246099724610002+1846763+1,1,
33,33,,,246108924610912+1846508+1,246108924610912+1846763+1,1,
33,33,,,246109524611752+1846508+1,246109524611752+1846763+1,1,
68,68,,,246106024610656+1859143+0,246106024610656+1858400+0,1,
68,68,,,246101024610107+1859173+0,246101024610527+1858419+0,1,
68,68,,,246106024610651+1859176+0,246106024610651+1858417+0,1,
68,68,,,246103724610866+1859209+0,246103724610586+1858434+0,1,
68,68,,,246108824610931+1859242+0,246108824610931+1858456+0,1,
68,68,,,246105924610597+1859243+0,246105924610597+1858457+0,1,
68,68,,,246103224610343+1844470+1,246103224610363+1844113+0,1,
68,68,,,246103924610401+1844470+1,246103924610431+1844113+0,1,
68,68,,,246099224609933+1844799+1,246099224609933+1844099+1,1,
68,68,,,246099724610001+1844799+1,246099724610001+1844099+1,1,
68,68,,,246100424610052+1844799+1,246100424610052+1844099+1,1,
68,68,,,246101124610281+1844799+1,246101124610281+1844099+1,1,
68,68,,,246101124610284+1844799+1,246101124610284+1844099+1,1,
68,68,,,246108924610912+1844799+1,246108924610912+1844099+1,1,
68,68,,,246104324611765+1844800+1,246105024611765+1844100+1,1,
68,68,,,246099724610003+1844848+1,246099724610003+1844112+0,1,
68,68,,,246104624610562+1844848+1,246104624610562+1844112+0,1,
68,68,,,246109524611753+1844848+1,246109524611753+1844112+0,1,
68,68,,,246106024610651+1859143+0,246106024610651+1858400+0,1,
68,68,,,246102324610306+1859172+0,246100924610306+1858418+0,1,
68,68,,,246107224610866+1859176+0,246107224610866+1858417+0,1,
68,68,,,246108824610936+1859176+0,246108824610936+1858417+0,1,
68,68,,,246099524609956+1859200+0,246099524609956+1858430+0,1,
68,68,,,246099624609967+1859201+0,246099624609967+1858431+0,1,
68,68,,,246106624610807+1859206+0,246106624610807+1858436+0,1,
68,68,,,246108824610936+1859209+0,246108824610936+1858434+0,1,
68,68,,,246105924610597+1859210+0,246105924610597+1858437+0,1,
68,68,,,246109424611717+1859239+0,246109424611717+1858455+0,1,
68,68,,,246101524611765+1844469+1,246105024611765+1844113+0,1,
68,68,,,246099724610004+1844799+1,246099724610004+1844099+1,1,
68,68,,,246101124610282+1844799+1,246101124610282+1844099+1,1,
68,68,,,246104624610564+1844799+1,246104624610564+1844099+1,1,
68,68,,,246106124610634+1844799+1,246106124610634+1844099+1,1,
68,68,,,246109524611751+1844799+1,246109524611751+1844099+1,1,
68,68,,,246109524611753+1844799+1,246109524611753+1844099+1,1,
68,68,,,246099424610015+1844800+1,246099424610015+1844100+1,1,
68,68,,,246100624610063+1844800+1,246100624610063+1844100+1,1,
68,68,,,246101524610295+1844800+1,246101524610295+1844100+1,1,
68,68,,,246103424610365+1844800+1,246103224610365+1844100+1,1,
68,68,,,246104624610563+1844848+1,246104624610563+1844112+0,1,
68,68,,,246108924610914+1844848+1,246108924610914+1844112+0,1,
68,68,,,246103724610586+1859143+0,246103724610586+1858400+0,1,
68,68,,,246110024611776+1859143+0,246110024611776+1858400+0,1,
68,68,,,246106624610807+1859173+0,246106624610807+1858419+0,1,
68,68,,,246101624610166+1859174+0,246100924610306+1858418+0,1,
68,68,,,246102424610527+1859206+0,246101024610527+1858436+0,1,
68,68,,,246101624610166+1859207+0,246100924610306+1858435+0,1,
68,68,,,246110024611776+1859209+0,246110024611776+1858434+0,1,
68,68,,,246100924610096+1859238+0,246100924610306+1858454+0,1,
68,68,,,246102324610306+1859238+0,246100924610306+1858454+0,1,
68,68,,,246110024611776+1859242+0,246110024611776+1858456+0,1,
68,68,,,246099424610015+1844469+1,246099424610015+1844113+0,1,
68,68,,,246101524611765+1844469+1,246103924610435+1844113+0,1,
68,68,,,246103224610342+1844470+1,246103224610362+1844113+0,1,
68,68,,,246100424610051+1844799+1,246100424610051+1844099+1,1,
68,68,,,246101124610283+1844799+1,246101124610283+1844099+1,1,
68,68,,,246103224610401+1844801+1,246103924610431+1844100+1,1,
68,68,,,246099224609934+1844848+1,246099224609934+1844112+0,1,
68,68,,,246099724610001+1844848+1,246099724610001+1844112+0,1,
68,68,,,246101124610282+1844848+1,246101124610282+1844112+0,1,
68,68,,,246106724610842+1844848+1,246106724610842+1844112+0,1,
68,68,,,246106724610843+1844848+1,246106724610843+1844112+0,1,
68,68,,,246108824610936+1859143+0,246108824610936+1858400+0,1,
68,68,,,246100924610096+1859205+0,246100924610306+1858435+0,1,
68,68,,,246109424611717+1859206+0,246109424611717+1858436+0,1,
68,68,,,246099524609956+1859233+0,246099524609956+1858448+0,1,
68,68,,,246099624609967+1859234+0,246099624609967+1858449+0,1,
68,68,,,246101024610107+1859239+0,246101024610527+1858455+0,1,
68,68,,,246101524611765+1844469+1,246101524610295+1844113+0,1,
68,68,,,246101524611765+1844469+1,246103224610365+1844113+0,1,
68,68,,,246100624610063+1844470+1,246100624610063+1844113+0,1,
68,68,,,246106724610841+1844799+1,246106724610841+1844099+1,1,
68,68,,,246100424610052+1844848+1,246100424610052+1844112+0,1,
68,68,,,246108924610912+1844848+1,246108924610912+1844112+0,1,
68,68,,,246101624610166+1859141+0,246100924610306+1858401+0,1,
68,68,,,246107224610866+1859143+0,246107224610866+1858400+0,1,
68,68,,,246099624609967+1859168+0,246099624609967+1858413+0,1,
68,68,,,246100224610026+1859169+0,246100224610026+1858414+0,1,
68,68,,,246100924610096+1859172+0,246100924610306+1858418+0,1,
68,68,,,246102424610527+1859173+0,246101024610527+1858419+0,1,
68,68,,,246103724610586+1859176+0,246103724610586+1858417+0,1,
68,68,,,246100224610026+1859202+0,246100224610026+1858432+0,1,
68,68,,,246102324610306+1859205+0,246100924610306+1858435+0,1,
68,68,,,246101024610107+1859206+0,246101024610527+1858436+0,1,
68,68,,,246103724610866+1859209+0,246107224610866+1858434+0,1,
68,68,,,246108824610931+1859209+0,246108824610931+1858434+0,1,
68,68,,,246103724610586+1859242+0,246103724610586+1858456+0,1,
68,68,,,246099724610003+1844799+1,246099724610003+1844099+1,1,
68,68,,,246104624610562+1844799+1,246104624610562+1844099+1,1,
68,68,,,246106724610844+1844799+1,246106724610844+1844099+1,1,
68,68,,,246108924610914+1844799+1,246108924610914+1844099+1,1,
68,68,,,246109524611752+1844799+1,246109524611752+1844099+1,1,
68,68,,,246109524611754+1844799+1,246109524611754+1844099+1,1,
68,68,,,246099724610002+1844848+1,246099724610002+1844112+0,1,
68,68,,,246106124610633+1844848+1,246106124610633+1844112+0,1,
68,68,,,246106724610844+1844848+1,246106724610844+1844112+0,1,
68,68,,,246101724610177+1859175+0,246101024610527+1858419+0,1,
68,68,,,246106024610656+1859176+0,246106024610656+1858417+0,1,
68,68,,,246110024611776+1859176+0,246110024611776+1858417+0,1,
68,68,,,246108724610877+1859177+0,246108724610877+1858420+0,1,
68,68,,,246100324610037+1859203+0,246100324610037+1858433+0,1,
68,68,,,246100224610026+1859235+0,246100224610026+1858450+0,1,
68,68,,,246101624610166+1859240+0,246100924610306+1858454+0,1,
68,68,,,246107224610866+1859242+0,246107224610866+1858456+0,1,
68,68,,,246103924610402+1844470+1,246103924610432+1844113+0,1,
68,68,,,246099224609934+1844799+1,246099224609934+1844099+1,1,
68,68,,,246104624610563+1844799+1,246104624610563+1844099+1,1,
68,68,,,246106124610632+1844799+1,246106124610632+1844099+1,1,
68,68,,,246106124610633+1844799+1,246106124610633+1844099+1,1,
68,68,,,246103224610402+1844801+1,246103224610362+1844100+1,1,
68,68,,,246101124610281+1844848+1,246101124610281+1844112+0,1,
68,68,,,246101124610284+1844848+1,246101124610284+1844112+0,1,
68,68,,,246106124610632+1844848+1,246106124610632+1844112+0,1,
68,68,,,246109524611751+1844848+1,246109524611751+1844112+0,1,
68,68,,,246109524611754+1844848+1,246109524611754+1844112+0,1,
68,68,,,246099524609956+1859134+0,246099524609956+1858397+0,1,
68,68,,,246100224610026+1859136+0,246100224610026+1858398+0,1,
68,68,,,246100924610096+1859139+0,246100924610306+1858401+0,1,
68,68,,,246102324610306+1859139+0,246100924610306+1858401+0,1,
68,68,,,246108824610931+1859143+0,246108824610931+1858400+0,1,
68,68,,,246108824610931+1859176+0,246108824610931+1858417+0,1,
68,68,,,246103724610866+1859209+0,246106024610656+1858434+0,1,
68,68,,,246100324610037+1859236+0,246100324610037+1858451+0,1,
68,68,,,246106024610651+1859242+0,246106024610651+1858456+0,1,
68,68,,,246108824610936+1859242+0,246108824610936+1858456+0,1,
68,68,,,246108724610877+1859243+0,246108724610877+1858457+0,1,
68,68,,,246099724610002+1844799+1,246099724610002+1844099+1,1,
68,68,,,246104624610561+1844799+1,246104624610561+1844099+1,1,
68,68,,,246106724610843+1844799+1,246106724610843+1844099+1,1,
68,68,,,246108924610913+1844799+1,246108924610913+1844099+1,1,
68,68,,,246103424610363+1844800+1,246103224610363+1844100+1,1,
68,68,,,246099224609933+1844848+1,246099224609933+1844112+0,1,
68,68,,,246099724610004+1844848+1,246099724610004+1844112+0,1,
68,68,,,246100424610051+1844848+1,246100424610051+1844112+0,1,
68,68,,,246104624610561+1844848+1,246104624610561+1844112+0,1,
68,68,,,246106124610634+1844848+1,246106124610634+1844112+0,1,
68,68,,,246106724610841+1844848+1,246106724610841+1844112+0,1,
68,68,,,246109524611752+1844848+1,246109524611752+1844112+0,1,
68,68,,,246099524609956+1859167+0,246099524609956+1858412+0,1,
68,68,,,246100324610037+1859170+0,246100324610037+1858415+0,1,
68,68,,,246109424611717+1859173+0,246109424611717+1858419+0,1,
68,68,,,246105924610597+1859177+0,246105924610597+1858420+0,1,
68,68,,,246101724610177+1859208+0,246101024610527+1858436+0,1,
68,68,,,246108724610877+1859210+0,246108724610877+1858437+0,1,
68,68,,,246102424610527+1859239+0,246101024610527+1858455+0,1,
68,68,,,246106624610807+1859239+0,246106624610807+1858455+0,1,
68,68,,,246101724610177+1859241+0,246101024610527+1858455+0,1,
68,68,,,246106024610656+1859242+0,246106024610656+1858456+0,1,
68,68,,,246103224610341+1844470+1,246103224610361+1844113+0,1,
68,68,,,246106724610842+1844799+1,246106724610842+1844099+1,1,
68,68,,,246104324611765+1844800+1,246103924610435+1844100+1,1,
68,68,,,246103224610401+1844801+1,246103224610361+1844100+1,1,
68,68,,,246103224610402+1844801+1,246103924610432+1844100+1,1,
68,68,,,246101124610283+1844848+1,246101124610283+1844112+0,1,
68,68,,,246104624610564+1844848+1,246104624610564+1844112+0,1,
68,68,,,246108924610913+1844848+1,246108924610913+1844112+0,1,
94,94,,,246106024610656+1859087+0,246105124610866+1859561+0,1,
94,94,,,246099524609956+1859122+0,246099524609956+1859572+0,1,
94,94,,,246100224610026+1859124+0,246100224610026+1859574+0,1,
94,94,,,246101624610166+1859130+0,246100924610306+1859577+0,1,
94,94,,,246108824610931+1859132+0,246108824610931+1859579+0,1,
94,94,,,246108824610936+1859132+0,246108824610936+1859579+0,1,
94,94,,,246099524609956+1859188+0,246099524609956+1859590+0,1,
94,94,,,246100924610096+1859194+0,246100924610306+1859595+0,1,
94,94,,,246101724610177+1859197+0,246101024610527+1859596+0,1,
94,94,,,246099524609956+1859254+0,246099524609956+1859608+0,1,
94,94,,,246100224610026+1859256+0,246100224610026+1859610+0,1,
94,94,,,246100324610037+1859257+0,246100324610037+1859611+0,1,
94,94,,,246109424611717+1859261+0,246109424611717+1859614+0,1,
94,94,,,246109424611717+1859356+0,246109424611717+1859650+0,1,
94,94,,,246103524610446+1859357+0,246103724610866+1859651+0,1,
94,94,,,246108824610931+1859357+0,246108824610931+1859651+0,1,
94,94,,,246108824610936+1859415+0,246108824610936+1859669+0,1,
94,94,,,246105924610597+1859416+0,246105924610597+1859670+0,1,
94,94,,,246100224610026+1859457+0,246100224610026+1859682+0,1,
94,94,,,246109424611717+1859462+0,246109424611717+1859686+0,1,
94,94,,,246106024610651+1859463+0,246106024610651+1859687+0,1,
94,94,,,246108724610877+1859464+0,246108724610877+1859688+0,1,
94,94,,,246108724610877+1859519+0,246108724610877+1859708+0,1,
94,94,,,246100924610096+1859523+0,246100824610096+1859707+0,1,
94,94,,,246099724610004+1845477+0,246099724610004+1859826+0,1,
94,94,,,246104624610561+1845477+0,246104624610561+1859826+0,1,
94,94,,,246108924610912+1845477+0,246108924610912+1859826+0,1,
94,94,,,246099724610001+1846126+1,246099724610011+1847823+0,1,
94,94,,,246099724610004+1846126+1,246099724610014+1847823+0,1,
94,94,,,246104624610564+1846126+1,246104624610574+1847823+0,1,
94,94,,,246106124610633+1846126+1,246106124610643+1847823+0,1,
94,94,,,246109524611753+1846126+1,246109524611763+1847823+0,1,
94,94,,,246101524611765+1846127+1,246101124610295+1847823+0,1,
94,94,,,246106724610841+1844476+1,246106724610841+1844594+0,1,
94,94,,,246103224610331+1844479+1,246103224610341+1844594+0,1,
94,94,,,246103924610412+1844479+1,246103924610402+1844594+0,1,
94,94,,,246099724610001+1844488+1,246099724610011+1844599+0,1,
94,94,,,246101124610283+1844488+1,246101124610293+1844599+0,1,
94,94,,,246099424610015+1844489+1,246099224609945+1844599+0,1,
94,94,,,246101524611765+1844489+1,246109524611765+1844599+0,1,
94,94,,,246103224610411+1844490+1,246103924610411+1844600+0,1,
94,94,,,246103224610412+1844490+1,246103924610412+1844600+0,1,
94,94,,,246100424610052+1846212+1,246100424610062+1847827+0,1,
94,94,,,246104624610563+1846212+1,246104624610563+1847827+0,1,
94,94,,,246108924610912+1846212+1,246108924610912+1847827+0,1,
94,94,,,246103224610332+1846215+1,246103224610342+1847827+0,1,
94,94,,,246101124610282+1846234+0,246101124610282+1847833+0,1,
94,94,,,246101124610283+1846234+0,246101124610283+1847833+0,1,
94,94,,,246104624610561+1846234+0,246104624610561+1847833+0,1,
94,94,,,246106124610633+1846234+0,246106124610633+1847833+0,1,
94,94,,,246100624610063+1846236+0,246100424610063+1847833+0,1,
94,94,,,246103224610401+1846237+0,246103224610411+1847833+0,1,
94,94,,,246099724610003+1846258+0,246099724610013+1847835+0,1,
94,94,,,246101124610281+1846258+0,246101124610291+1847835+0,1,
94,94,,,246108924610912+1846258+0,246108924610922+1847835+0,1,
94,94,,,246109524611753+1846258+0,246109524611763+1847835+0,1,
94,94,,,246101524611765+1846259+0,246103424610365+1847835+0,1,
94,94,,,246101224610284+1846305+0,246101124610284+1847874+0,1,
94,94,,,246106824610843+1846305+0,246106724610843+1847874+0,1,
94,94,,,246099724610251+1846307+0,246099724610001+1847874+0,1,
94,94,,,246103224610432+1846307+0,246103224610432+1847875+0,1,
94,94,,,246106724610811+1846307+0,246106724610841+1847874+0,1,
94,94,,,246101124610283+1845255+1,246101124610283+1847281+0,1,
94,94,,,246109524611751+1845255+1,246109524611751+1847281+0,1,
94,94,,,246101124610283+1845295+1,246101124610143+1859791+0,1,
94,94,,,246101124610284+1845295+1,246101124610144+1859791+0,1,
94,94,,,246106724610841+1845295+1,246106724610841+1859791+0,1,
94,94,,,246108924610913+1845295+1,246108924610913+1859791+0,1,
94,94,,,246100624610063+1845297+1,246100424610063+1859791+0,1,
94,94,,,246099724610002+1845328+0,246099724610002+1859794+0,1,
94,94,,,246104624610562+1845328+0,246104624610562+1859794+0,1,
94,94,,,246106724610843+1845328+0,246106724610843+1859794+0,1,
94,94,,,246106724610844+1845328+0,246106724610844+1859794+0,1,
94,94,,,246101124610281+1845355+0,246101124610141+1859797+0,1,
94,94,,,246108924610913+1845355+0,246108924610913+1859797+0,1,
94,94,,,246103224610401+1845358+0,246103924610411+1859799+0,1,
94,94,,,246102324610306+1859083+0,246100924610306+1859559+0,1,
94,94,,,246100324610037+1859125+0,246100324610037+1859575+0,1,
94,94,,,246099624609967+1859189+0,246099624609967+1859591+0,1,
94,94,,,246100724610074+1859192+0,246100724610084+1859594+0,1,
94,94,,,246107224610866+1859198+0,246105124610866+1859597+0,1,
94,94,,,246100924610096+1859260+0,246100924610306+1859613+0,1,
94,94,,,246108824610931+1859264+0,246108824610931+1859615+0,1,
94,94,,,246105924610597+1859309+0,246105924610597+1859634+0,1,
94,94,,,246100224610026+1859351+0,246100224610026+1859646+0,1,
94,94,,,246099524609956+1859407+0,246099524609956+1859662+0,1,
94,94,,,246100924610306+1859413+0,246100924610306+1859667+0,1,
94,94,,,246099524609956+1859455+0,246099524609956+1859680+0,1,
94,94,,,246107224610866+1859463+0,246107224610866+1859687+0,1,
94,94,,,246108824610936+1859463+0,246108824610936+1859687+0,1,
94,94,,,246099624609967+1859519+0,246099624609967+1859708+0,1,
94,94,,,246100324610037+1859520+0,246100324610037+1859709+0,1,
94,94,,,246104624610563+1845477+0,246104624610563+1859826+0,1,
94,94,,,246106724610841+1845477+0,246106724610841+1859826+0,1,
94,94,,,246109524611753+1845477+0,246109524611753+1859826+0,1,
94,94,,,246101524611765+1845478+0,246101524611765+1859827+0,1,
94,94,,,246104624610562+1846126+1,246104624610572+1847823+0,1,
94,94,,,246104624610563+1846126+1,246104624610573+1847823+0,1,
94,94,,,246099424610015+1846127+1,246099224609945+1847823+0,1,
94,94,,,246101524611765+1846127+1,246108924610925+1847823+0,1,
94,94,,,246104624610562+1844476+1,246104624610562+1844594+0,1,
94,94,,,246104624610563+1844476+1,246104624610563+1844594+0,1,
94,94,,,246109524611751+1844476+1,246109524611751+1844594+0,1,
94,94,,,246099224609934+1844488+1,246099224609944+1844599+0,1,
94,94,,,246100424610051+1844488+1,246100424610061+1844599+0,1,
94,94,,,246106124610632+1844488+1,246106124610642+1844599+0,1,
94,94,,,246106724610843+1844488+1,246106724610853+1844599+0,1,
94,94,,,246109524611751+1844488+1,246109524611761+1844599+0,1,
94,94,,,246101524611765+1844489+1,246106724610855+1844599+0,1,
94,94,,,246100624610063+1844490+1,246100424610063+1844599+0,1,
94,94,,,246099724610001+1846212+1,246099724610001+1847827+0,1,
94,94,,,246106724610843+1846212+1,246106724610843+1847827+0,1,
94,94,,,246108924610913+1846212+1,246108924610913+1847827+0,1,
94,94,,,246109524611752+1846212+1,246109524611752+1847827+0,1,
94,94,,,246106124610634+1846234+0,246106124610634+1847833+0,1,
94,94,,,246101124610283+1846258+0,246101124610293+1847835+0,1,
94,94,,,246104624610562+1846258+0,246104624610572+1847835+0,1,
94,94,,,246106124610634+1846258+0,246106124610644+1847835+0,1,
94,94,,,246108924610914+1846258+0,246108924610924+1847835+0,1,
94,94,,,246109524611751+1846258+0,246109524611761+1847835+0,1,
94,94,,,246109524611754+1846258+0,246109524611764+1847835+0,1,
94,94,,,246101524611765+1846259+0,246106124610645+1847835+0,1,
94,94,,,246103924610413+1846261+0,246103924610413+1847836+0,1,
94,94,,,246099824610002+1846305+0,246099724610002+1847874+0,1,
94,94,,,246101224610283+1846305+0,246101124610283+1847874+0,1,
94,94,,,246106824610844+1846305+0,246106724610844+1847874+0,1,
94,94,,,246109624611753+1846305+0,246109524611753+1847874+0,1,
94,94,,,246105024611765+1846306+0,246105024611765+1847875+0,1,
94,94,,,246099724610251+1846307+0,246101124610281+1847874+0,1,
94,94,,,246103224610435+1846307+0,246103224610435+1847875+0,1,
94,94,,,246104624610531+1846307+0,246104624610561+1847874+0,1,
94,94,,,246100424610052+1845255+1,246100424610062+1847281+0,1,
94,94,,,246101124610284+1845255+1,246101124610284+1847281+0,1,
94,94,,,246104624610563+1845255+1,246104624610563+1847281+0,1,
94,94,,,246106724610842+1845255+1,246106724610842+1847281+0,1,
94,94,,,246106724610843+1845255+1,246106724610843+1847281+0,1,
94,94,,,246106724610844+1845255+1,246106724610844+1847281+0,1,
94,94,,,246105024611765+1845256+1,246101524611765+1847282+0,1,
94,94,,,246103424610413+1845257+1,246103924610413+1847283+0,1,
94,94,,,246103224610401+1845258+1,246103224610331+1847283+0,1,
94,94,,,246099724610002+1845295+1,246099724610002+1859791+0,1,
94,94,,,246099724610003+1845295+1,246099724610003+1859791+0,1,
94,94,,,246099724610004+1845295+1,246099724610004+1859791+0,1,
94,94,,,246100424610051+1845295+1,246100424610061+1859791+0,1,
94,94,,,246104624610561+1845295+1,246104624610561+1859791+0,1,
94,94,,,246106724610844+1845295+1,246106724610844+1859791+0,1,
94,94,,,246108924610912+1845295+1,246108924610912+1859791+0,1,
94,94,,,246103224610402+1845298+1,246103224610332+1859793+0,1,
94,94,,,246101124610281+1845328+0,246101124610141+1859794+0,1,
94,94,,,246101124610283+1845328+0,246101124610143+1859794+0,1,
94,94,,,246101124610283+1845328+0,246101824610283+1859794+0,1,
94,94,,,246104624610561+1845328+0,246104624610561+1859794+0,1,
94,94,,,246108924610912+1845328+0,246108924610912+1859794+0,1,
94,94,,,246108924610914+1845328+0,246108924610914+1859794+0,1,
94,94,,,246109524611751+1845328+0,246109524611751+1859794+0,1,
94,94,,,246103424610343+1845330+0,246103424610433+1859795+0,1,
94,94,,,246099224609933+1845355+0,246099224609933+1859797+0,1,
94,94,,,246099724610004+1845355+0,246099724610004+1859797+0,1,
94,94,,,246101124610281+1845355+0,246101824610281+1859797+0,1,
94,94,,,246108924610914+1845355+0,246108924610914+1859797+0,1,
94,94,,,246101524611765+1845356+0,246101524611765+1859798+0,1,
94,94,,,246099624609967+1859078+0,246099624609967+1859555+0,1,
94,94,,,246100324610037+1859080+0,246100324610037+1859557+0,1,
94,94,,,246102424610527+1859084+0,246101024610527+1859560+0,1,
94,94,,,246101724610177+1859086+0,246101024610527+1859560+0,1,
94,94,,,246108724610877+1859088+0,246108724610877+1859562+0,1,
94,94,,,246102324610306+1859128+0,246100924610306+1859577+0,1,
94,94,,,246103524610446+1859132+0,246103524610446+1859579+0,1,
94,94,,,246103524610444+1859198+0,246103524610444+1859597+0,1,
94,94,,,246106024610656+1859198+0,246105124610866+1859597+0,1,
94,94,,,246110024611776+1859264+0,246110024611776+1859615+0,1,
94,94,,,246099524609956+1859298+0,246099524609956+1859626+0,1,
94,94,,,246109424611717+1859305+0,246109424611717+1859632+0,1,
94,94,,,246101724610177+1859307+0,246101024610527+1859632+0,1,
94,94,,,246099524609956+1859349+0,246099524609956+1859644+0,1,
94,94,,,246106624610807+1859356+0,246106624610807+1859650+0,1,
94,94,,,246108724610877+1859416+0,246108724610877+1859670+0,1,
94,94,,,246101024610527+1859462+0,246101024610527+1859686+0,1,
94,94,,,246106624610807+1859462+0,246106624610807+1859686+0,1,
94,94,,,246101624611776+1859518+0,246110024611776+1859707+0,1,
94,94,,,246106124610632+1845477+0,246106124610632+1859826+0,1,
94,94,,,246106724610842+1845477+0,246106724610842+1859826+0,1,
94,94,,,246108924610913+1845477+0,246108924610913+1859826+0,1,
94,94,,,246109524611754+1845477+0,246109524611754+1859826+0,1,
94,94,,,246100624610063+1845479+0,246100624610063+1859828+0,1,
94,94,,,246103224610401+1845480+0,246103924610411+1859829+0,1,
94,94,,,246099224609934+1846126+1,246099224609944+1847823+0,1,
94,94,,,246100424610052+1846126+1,246100424610062+1847823+0,1,
94,94,,,246106724610843+1846126+1,246106724610853+1847823+0,1,
94,94,,,246106724610844+1846126+1,246106724610854+1847823+0,1,
94,94,,,246108924610912+1846126+1,246108924610922+1847823+0,1,
94,94,,,246108924610913+1846126+1,246108924610923+1847823+0,1,
94,94,,,246108924610914+1846126+1,246108924610924+1847823+0,1,
94,94,,,246101524611765+1846127+1,246103224610365+1847823+0,1,
94,94,,,246101524611765+1846127+1,246104624610575+1847823+0,1,
94,94,,,246101524611765+1846127+1,246109524611765+1847823+0,1,
94,94,,,246099724610002+1844476+1,246099724610002+1844594+0,1,
94,94,,,246101124610281+1844476+1,246101124610281+1844594+0,1,
94,94,,,246101124610283+1844476+1,246101124610283+1844594+0,1,
94,94,,,246106124610633+1844476+1,246106124610633+1844594+0,1,
94,94,,,246108924610913+1844476+1,246108924610913+1844594+0,1,
94,94,,,246099424610015+1844477+1,246099424610015+1844595+0,1,
94,94,,,246103924610411+1844479+1,246103924610401+1844594+0,1,
94,94,,,246103924610413+1844479+1,246104124610413+1844596+0,1,
94,94,,,246099224609933+1844488+1,246099224609943+1844599+0,1,
94,94,,,246099724610003+1844488+1,246099724610013+1844599+0,1,
94,94,,,246101124610281+1844488+1,246101124610291+1844599+0,1,
94,94,,,246104624610563+1844488+1,246104624610573+1844599+0,1,
94,94,,,246104624610564+1844488+1,246104624610574+1844599+0,1,
94,94,,,246106124610633+1844488+1,246106124610643+1844599+0,1,
94,94,,,246106724610842+1844488+1,246106724610852+1844599+0,1,
94,94,,,246103224610413+1844490+1,246103424610363+1844599+0,1,
94,94,,,246099724610002+1846212+1,246099724610002+1847827+0,1,
94,94,,,246101124610281+1846212+1,246101124610281+1847827+0,1,
94,94,,,246104624610564+1846212+1,246104624610564+1847827+0,1,
94,94,,,246100624610063+1846214+1,246100424610063+1847827+0,1,
94,94,,,246103424610343+1846214+1,246103224610343+1847827+0,1,
94,94,,,246106724610841+1846234+0,246106724610841+1847833+0,1,
94,94,,,246099424610015+1846235+0,246099424610015+1847834+0,1,
94,94,,,246103424610343+1846236+0,246103224610413+1847833+0,1,
94,94,,,246103224610402+1846237+0,246103224610412+1847833+0,1,
94,94,,,246099724610001+1846258+0,246099724610011+1847835+0,1,
94,94,,,246104624610561+1846258+0,246104624610571+1847835+0,1,
94,94,,,246104624610563+1846258+0,246104624610573+1847835+0,1,
94,94,,,246106124610633+1846258+0,246106124610643+1847835+0,1,
94,94,,,246106724610841+1846258+0,246106724610851+1847835+0,1,
94,94,,,246106724610844+1846258+0,246106724610854+1847835+0,1,
94,94,,,246101524611765+1846259+0,246101124610295+1847835+0,1,
94,94,,,246101524611765+1846259+0,246104624610575+1847835+0,1,
94,94,,,246103224610331+1846261+0,246103224610331+1847836+0,1,
94,94,,,246099824610003+1846305+0,246099724610003+1847874+0,1,
94,94,,,246099824610004+1846305+0,246099724610004+1847874+0,1,
94,94,,,246101224610282+1846305+0,246101124610282+1847874+0,1,
94,94,,,246109024610914+1846305+0,246108924610914+1847874+0,1,
94,94,,,246109624611754+1846305+0,246109524611754+1847874+0,1,
94,94,,,246103224610433+1846307+0,246103224610433+1847875+0,1,
