from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,246101524611765+1843286+1,246101524611765+1842968+1,1,
124,124,,,246099424610015+1844216+1,246099424610015+1842754+0,1,
124,124,,,246101524611765+1844216+1,246103224610365+1842754+0,1,
124,124,,,246104624610564+1842996+0,246104624610564+1842618+0,1,
124,124,,,246106124610634+1842996+0,246106124610634+1842618+0,1,
124,124,,,246099724610001+1843007+0,246099724610001+1842632+1,1,
124,124,,,246099724610002+1843007+0,246099724610002+1842632+1,1,
124,124,,,246106124610632+1843007+0,246106124610632+1842632+1,1,
124,124,,,246106724610844+1843007+0,246106724610844+1842632+1,1,
124,124,,,246103424610343+1843009+0,246103424610413+1842634+1,1,
124,124,,,246103924610411+1843010+0,246103224610401+1842635+1,1,
124,124,,,246106124610632+1843030+1,246106124610632+1842656+1,1,
124,124,,,246108924610912+1843030+1,246108924610912+1842656+1,1,
124,124,,,246099724610003+1843044+1,246099724610003+1842698+1,1,
124,124,,,246104624610561+1843044+1,246104624610561+1842698+1,1,
124,124,,,246106124610634+1843044+1,246106124610634+1842698+1,1,
124,124,,,246108924610913+1843044+1,246108924610913+1842698+1,1,
124,124,,,246103924610431+1843045+1,246103924610411+1842701+1,1,
124,124,,,246099224609934+1843092+1,246099224609934+1842741+1,1,
124,124,,,246104624610564+1843092+1,246104624610564+1842741+1,1,
124,124,,,246106124610634+1843092+1,246106124610634+1842741+1,1,
124,124,,,246103224610361+1843093+1,246103224610341+1842743+1,1,
124,124,,,246099724610002+1843110+1,246099724610002+1842753+0,1,
124,124,,,246099724610004+1843110+1,246099724610004+1842753+0,1,
124,124,,,246106124610632+1843110+1,246106124610632+1842753+0,1,
124,124,,,246109524611754+1843110+1,246109524611754+1842753+0,1,
124,124,,,246100424610052+1843120+0,246100424610052+1842759+0,1,
124,124,,,246101124610281+1843120+0,246101124610281+1842759+0,1,
124,124,,,246104624610563+1843120+0,246104624610563+1842759+0,1,
124,124,,,246099224609934+1843131+0,246099224609934+1842771+0,1,
124,124,,,246100424610052+1843131+0,246100424610052+1842771+0,1,
124,124,,,246106124610634+1843131+0,246106124610634+1842771+0,1,
124,124,,,246108924610913+1843131+0,246108924610913+1842771+0,1,
124,124,,,246109524611751+1843131+0,246109524611751+1842771+0,1,
124,124,,,246109524611754+1843131+0,246109524611754+1842771+0,1,
124,124,,,246101524611765+1843132+0,246101524611765+1842772+0,1,
124,124,,,246103224610402+1843134+0,246103924610402+1842773+0,1,
124,124,,,246101124610281+1843142+0,246101124610281+1842775+0,1,
124,124,,,246101124610282+1843142+0,246101124610282+1842775+0,1,
124,124,,,246101124610283+1843142+0,246101124610283+1842775+0,1,
124,124,,,246108924610913+1843142+0,246108924610913+1842775+0,1,
124,124,,,246108924610914+1843142+0,246108924610914+1842775+0,1,
124,124,,,246103924610402+1843144+0,246103924610402+1842777+0,1,
124,124,,,246099224609943+1843145+0,246099224609933+1842778+0,1,
124,124,,,246099724610012+1843145+0,246099724610002+1842778+0,1,
124,124,,,246101124610291+1843145+0,246101124610281+1842778+0,1,
124,124,,,246106124610642+1843145+0,246106124610632+1842778+0,1,
124,124,,,246109524611761+1843145+0,246109524611751+1842778+0,1,
124,124,,,246100424610051+1843151+0,246100424610051+1842784+0,1,
124,124,,,246106124610634+1843151+0,246106124610634+1842784+0,1,
124,124,,,246106724610843+1843151+0,246106724610843+1842784+0,1,
124,124,,,246099724610003+1843160+0,246099724610003+1842786+0,1,
124,124,,,246104624610564+1843160+0,246104624610564+1842786+0,1,
124,124,,,246106724610841+1843160+0,246106724610841+1842786+0,1,
124,124,,,246106724610842+1843160+0,246106724610842+1842786+0,1,
124,124,,,246108924610914+1843160+0,246108924610914+1842786+0,1,
124,124,,,246103224610412+1843162+0,246103224610402+1842789+0,1,
124,124,,,246103224610413+1843162+0,246104124610413+1842790+0,1,
124,124,,,246101124610283+1843167+0,246101124610283+1842791+0,1,
124,124,,,246103224610363+1843168+0,246103424610343+1842793+0,1,
124,124,,,246103224610365+1843168+0,246101524611765+1842792+0,1,
124,124,,,246100324610037+1856365+0,246100324610037+1855683+0,1,
124,124,,,246104224610446+1856369+0,246103724610586+1855684+0,1,
124,124,,,246110024611776+1856369+0,246110024611776+1855684+0,1,
124,124,,,246099624609967+1856381+0,246099624609967+1855699+0,1,
124,124,,,246100224610026+1856382+0,246100224610026+1855700+0,1,
124,124,,,246100724610074+1856384+0,246100724610074+1855702+0,1,
124,124,,,246102324610306+1856386+0,246100924610306+1855704+0,1,
124,124,,,246106024610651+1856390+0,246106024610651+1855706+0,1,
124,124,,,246106624610807+1856410+0,246106624610807+1855724+0,1,
124,124,,,246109424611717+1856410+0,246109424611717+1855724+0,1,
124,124,,,246103724611776+1856411+0,246106024610656+1855725+0,1,
124,124,,,246109424611717+1856431+0,246109424611717+1855744+0,1,
124,124,,,246103524610446+1856434+0,246103524610446+1855745+0,1,
124,124,,,246100224610026+1856468+0,246100224610026+1855777+0,1,
124,124,,,246100724610074+1856470+0,246100724610074+1855779+0,1,
124,124,,,246100324610037+1856513+0,246100324610037+1855817+0,1,
124,124,,,246102424610527+1856517+0,246101024610527+1855821+0,1,
124,124,,,246106024610656+1856520+0,246106024610656+1855822+0,1,
124,124,,,246108824610931+1856520+0,246108824610931+1855822+0,1,
124,124,,,246109424611717+1856540+0,246109424611717+1855840+0,1,
124,124,,,246103724611776+1856541+0,246110024611776+1855841+0,1,
124,124,,,246103724610866+1856563+0,246105124610586+1855858+0,1,
124,124,,,246103724610866+1856563+0,246106024610656+1855858+0,1,
124,124,,,246100924610306+1856584+0,246100924610306+1855877+0,1,
124,124,,,246105924610597+1856587+0,246105924610597+1855880+0,1,
124,124,,,246099524609956+1856598+0,246099524609956+1855890+0,1,
124,124,,,246100224610026+1856600+0,246100224610026+1855892+0,1,
124,124,,,246101024610107+1856605+0,246101024610527+1855897+0,1,
124,124,,,246106024610656+1856609+0,246106024610656+1855898+0,1,
124,124,,,246107224610866+1856609+0,246107224610866+1855898+0,1,
124,124,,,246103724611776+1856630+0,246107224610866+1855916+0,1,
124,124,,,246101624610166+1856651+0,246100924610306+1855933+0,1,
124,124,,,246103724610586+1856654+0,246103524610446+1855935+0,1,
124,124,,,246103724610586+1856700+0,246103524610446+1855970+0,1,
124,124,,,246103724610586+1856700+0,246105124610586+1855970+0,1,
124,124,,,246106024610656+1856700+0,246106024610656+1855970+0,1,
124,124,,,246100724610074+1856717+0,246100724610074+1855988+0,1,
124,124,,,246106624610807+1856718+0,246106624610807+1855991+0,1,
124,124,,,246108724610877+1856719+0,246108724610877+1855993+0,1,
124,124,,,246099524609956+1856730+0,246099524609956+1856003+0,1,
124,124,,,246105124610586+1856740+0,246105124610586+1856011+0,1,
124,124,,,246106024610651+1856740+0,246106024610651+1856011+0,1,
124,124,,,246106024610656+1856740+0,246106024610656+1856011+0,1,
124,124,,,246108724610877+1856741+0,246108724610877+1856012+0,1,
124,124,,,246106024610656+1856774+0,246106024610656+1856040+0,1,
124,124,,,246107224610866+1856774+0,246107224610866+1856040+0,1,
124,124,,,246108824610931+1856774+0,246108824610931+1856040+0,1,
124,124,,,246099524609956+1856798+0,246099524609956+1856052+0,1,
124,124,,,246100924610096+1856804+0,246100924610306+1856058+0,1,
124,124,,,246108724610877+1856809+0,246108724610877+1856061+0,1,
124,124,,,246108824610931+1856831+0,246108824610931+1856078+0,1,
124,124,,,246099624609967+1856135+0,246099624609967+1855485+0,1,
124,124,,,246102424610527+1856141+0,246101024610527+1855491+0,1,
124,124,,,246101624610166+1856142+0,246100924610306+1855490+0,1,
124,124,,,246108824610936+1856144+0,246108824610936+1855489+0,1,
124,124,,,246105924610597+1856168+0,246105924610597+1855509+0,1,
124,124,,,246100724610074+1856186+0,246100724610074+1855535+0,1,
124,124,,,246101724610177+1856191+0,246101024610527+1855538+0,1,
124,124,,,246105124610866+1856192+0,246105124610586+1855539+0,1,
124,124,,,246100924610306+1856212+0,246100924610306+1855555+0,1,
124,124,,,246103724611776+1856213+0,246106024610656+1855556+0,1,
124,124,,,246099524609956+1856215+0,246099524609956+1855562+0,1,
124,124,,,246100324610037+1856218+0,246100324610037+1855565+0,1,
124,124,,,246102424610527+1856222+0,246101024610527+1855569+0,1,
124,124,,,246108824610931+1856225+0,246108824610931+1855570+0,1,
124,124,,,246106024610656+1856249+0,246106024610656+1855587+0,1,
124,124,,,246108824610931+1856249+0,246108824610931+1855587+0,1,
124,124,,,246109424611717+1856258+0,246109424611717+1855600+0,1,
124,124,,,246105124610586+1856261+0,246105124610586+1855598+0,1,
124,124,,,246100924610306+1856281+0,246100924610306+1855616+0,1,
124,124,,,246100724610074+1856296+0,246100724610074+1855626+0,1,
124,124,,,246100924610096+1856298+0,246100924610306+1855628+0,1,
124,124,,,246105924610597+1856303+0,246105924610597+1855631+0,1,
124,124,,,246100324610037+1856319+0,246100324610037+1855645+0,1,
124,124,,,246106624610807+1856323+0,246106624610807+1855648+0,1,
124,124,,,246103724611776+1856324+0,246106024610656+1855646+0,1,
124,124,,,246102424610527+1856345+0,246101024610527+1855667+0,1,
124,124,,,246109424611717+1856345+0,246109424611717+1855667+0,1,
124,124,,,246101724610177+1856347+0,246101024610527+1855667+0,1,
124,124,,,246099224609933+1843169+0,246099224609933+1842799+0,1,
124,124,,,246100424610051+1843169+0,246100424610051+1842799+0,1,
124,124,,,246106124610632+1843169+0,246106124610632+1842799+0,1,
124,124,,,246108924610912+1843169+0,246108924610912+1842799+0,1,
124,124,,,246101524611765+1843170+0,246101524611765+1842800+0,1,
124,124,,,246099724610003+1843173+0,246099724610003+1842807+0,1,
124,124,,,246099724610004+1843173+0,246099724610004+1842807+0,1,
124,124,,,246100424610051+1843173+0,246100424610051+1842807+0,1,
124,124,,,246099224609933+1843182+0,246099224609933+1842815+0,1,
124,124,,,246099224609934+1843182+0,246099224609934+1842815+0,1,
124,124,,,246099724610003+1843182+0,246099724610003+1842815+0,1,
124,124,,,246109524611751+1843182+0,246109524611751+1842815+0,1,
124,124,,,246099724610002+1843185+0,246099724610002+1842819+0,1,
124,124,,,246106124610633+1843185+0,246106124610633+1842819+0,1,
124,124,,,246101524611765+1843186+0,246101524611765+1842820+0,1,
124,124,,,246104624610561+1843189+0,246104624610561+1842823+0,1,
124,124,,,246104624610562+1843189+0,246104624610562+1842823+0,1,
124,124,,,246106724610841+1843189+0,246106724610841+1842823+0,1,
124,124,,,246108924610914+1843189+0,246108924610914+1842823+0,1,
124,124,,,246100624610063+1843190+0,246100624610063+1842825+0,1,
124,124,,,246104124610413+1843191+0,246103224610413+1842825+0,1,
124,124,,,246106724610841+1843193+0,246106724610841+1842831+0,1,
124,124,,,246106724610842+1843193+0,246106724610842+1842831+0,1,
124,124,,,246108924610913+1843193+0,246108924610913+1842831+0,1,
124,124,,,246109524611751+1843193+0,246109524611751+1842831+0,1,
124,124,,,246099424610015+1843194+0,246099424610015+1842832+0,1,
124,124,,,246099724610001+1843201+0,246099724610001+1842838+0,1,
124,124,,,246099724610002+1843201+0,246099724610002+1842838+0,1,
124,124,,,246101124610282+1843201+0,246101124610282+1842838+0,1,
124,124,,,246104624610563+1843201+0,246104624610563+1842838+0,1,
124,124,,,246106124610633+1843201+0,246106124610633+1842838+0,1,
124,124,,,246109524611754+1843201+0,246109524611754+1842838+0,1,
124,124,,,246103224610411+1843203+0,246103224610401+1842841+0,1,
124,124,,,246103224610413+1843203+0,246104124610413+1842842+0,1,
124,124,,,246099724610004+1843205+0,246099724610004+1842843+0,1,
124,124,,,246104624610563+1843205+0,246104624610563+1842843+0,1,
124,124,,,246106724610841+1843205+0,246106724610841+1842843+0,1,
124,124,,,246106724610842+1843205+0,246106724610842+1842843+0,1,
124,124,,,246108924610912+1843205+0,246108924610912+1842843+0,1,
124,124,,,246101524611765+1843206+0,246101524611765+1842844+0,1,
124,124,,,246099724610001+1843214+0,246099724610001+1842851+0,1,
124,124,,,246101124610284+1843214+0,246101124610284+1842851+0,1,
124,124,,,246108924610912+1843214+0,246108924610912+1842851+0,1,
124,124,,,246109524611752+1843214+0,246109524611752+1842851+0,1,
124,124,,,246103924610413+1843217+0,246103224610413+1842853+0,1,
124,124,,,246101124610281+1843227+0,246101124610281+1842858+0,1,
124,124,,,246109524611753+1843227+0,246109524611753+1842858+0,1,
124,124,,,246104624610561+1843232+0,246104624610561+1842861+0,1,
124,124,,,246106724610844+1843232+0,246106724610844+1842861+0,1,
124,124,,,246101524611765+1843233+0,246101524610295+1842862+0,1,
124,124,,,246099224609933+1843238+0,246099224609933+1842868+0,1,
124,124,,,246099724610001+1843238+0,246099724610001+1842868+0,1,
124,124,,,246100424610062+1843238+0,246100424610052+1842868+0,1,
124,124,,,246108924610914+1843238+0,246108924610914+1842868+0,1,
124,124,,,246103224610332+1843240+0,246103224610342+1842870+0,1,
124,124,,,246101124610283+1843251+0,246101124610283+1842886+0,1,
124,124,,,246104624610561+1843251+0,246104624610561+1842886+0,1,
124,124,,,246108924610912+1843251+0,246108924610912+1842886+0,1,
124,124,,,246106124610634+1843263+0,246106124610634+1842899+0,1,
124,124,,,246108924610914+1843263+0,246108924610914+1842899+0,1,
124,124,,,246101524611765+1843264+0,246101524611765+1842900+0,1,
124,124,,,246103224610412+1843265+0,246103224610412+1842901+0,1,
124,124,,,246099224609934+1843273+0,246099224609934+1842912+0,1,
124,124,,,246106724610844+1843273+0,246106724610844+1842912+0,1,
124,124,,,246109524611751+1843273+0,246109524611751+1842912+0,1,
124,124,,,246109524611753+1843273+0,246109524611753+1842912+0,1,
124,124,,,246099424610015+1843274+0,246099424610015+1842913+0,1,
124,124,,,246103224610342+1843275+0,246103224610412+1842914+0,1,
124,124,,,246100424610052+1843277+0,246100424610052+1842915+0,1,
124,124,,,246101124610284+1843277+0,246101124610284+1842915+0,1,
124,124,,,246104624610563+1843277+0,246104624610563+1842915+0,1,
124,124,,,246108924610912+1843277+0,246108924610912+1842915+0,1,
124,124,,,246108924610913+1843277+0,246108924610913+1842915+0,1,
124,124,,,246103224610413+1843279+0,246103424610343+1842917+0,1,
124,124,,,246099224609934+1843285+1,246099224609934+1842967+1,1,
124,124,,,246106124610632+1843285+1,246106124610632+1842967+1,1,
124,124,,,246109524611752+1843285+1,246109524611752+1842967+1,1,
124,124,,,246103224610341+1844217+1,246103224610361+1842754+0,1,
124,124,,,246099724610001+1842996+0,246099724610001+1842618+0,1,
124,124,,,246101124610283+1842996+0,246101124610283+1842618+0,1,
124,124,,,246104624610563+1842996+0,246104624610563+1842618+0,1,
124,124,,,246108924610912+1842996+0,246108924610912+1842618+0,1,
124,124,,,246104124610413+1843000+0,246103924610413+1842621+0,1,
124,124,,,246099224609933+1843007+0,246099224609933+1842632+1,1,
124,124,,,246099724610003+1843007+0,246099724610003+1842632+1,1,
124,124,,,246101124610282+1843007+0,246101124610282+1842632+1,1,
124,124,,,246101124610284+1843007+0,246101124610284+1842632+1,1,
124,124,,,246104624610564+1843007+0,246104624610564+1842632+1,1,
124,124,,,246106724610843+1843007+0,246106724610843+1842632+1,1,
124,124,,,246104624610564+1843030+1,246104624610564+1842656+1,1,
124,124,,,246109524611752+1843030+1,246109524611752+1842656+1,1,
124,124,,,246106724610841+1843044+1,246106724610841+1842698+1,1,
124,124,,,246108924610914+1843044+1,246108924610914+1842698+1,1,
124,124,,,246099424610015+1843045+1,246099424610015+1842699+1,1,
124,124,,,246103224610361+1843045+1,246103224610331+1842701+1,1,
124,124,,,246103224610363+1843045+1,246103424610343+1842700+1,1,
124,124,,,246099224609933+1843092+1,246099224609933+1842741+1,1,
124,124,,,246099724610004+1843092+1,246099724610004+1842741+1,1,
124,124,,,246109524611752+1843092+1,246109524611752+1842741+1,1,
124,124,,,246106124610634+1843110+1,246106124610634+1842753+0,1,
124,124,,,246106724610843+1843110+1,246106724610843+1842753+0,1,
124,124,,,246108924610913+1843110+1,246108924610913+1842753+0,1,
124,124,,,246109524611751+1843110+1,246109524611751+1842753+0,1,
124,124,,,246099224609934+1843120+0,246099224609934+1842759+0,1,
124,124,,,246104624610562+1843120+0,246104624610562+1842759+0,1,
124,124,,,246106124610633+1843120+0,246106124610633+1842759+0,1,
124,124,,,246109524611754+1843120+0,246109524611754+1842759+0,1,
124,124,,,246099724610003+1843131+0,246099724610003+1842771+0,1,
124,124,,,246106724610842+1843131+0,246106724610842+1842771+0,1,
124,124,,,246106124610634+1843142+0,246106124610634+1842775+0,1,
124,124,,,246109524611753+1843142+0,246109524611753+1842775+0,1,
124,124,,,246100624610063+1843144+0,246100624610063+1842777+0,1,
124,124,,,246103224610341+1843144+0,246103224610341+1842777+0,1,
124,124,,,246099724610013+1843145+0,246099724610003+1842778+0,1,
124,124,,,246101124610294+1843145+0,246101124610284+1842778+0,1,
124,124,,,246104624610571+1843145+0,246104624610561+1842778+0,1,
124,124,,,246104624610573+1843145+0,246104624610563+1842778+0,1,
124,124,,,246106724610853+1843145+0,246106724610843+1842778+0,1,
124,124,,,246108924610923+1843145+0,246108924610913+1842778+0,1,
124,124,,,246109524611764+1843145+0,246109524611754+1842778+0,1,
124,124,,,246101124610281+1843151+0,246101124610281+1842784+0,1,
124,124,,,246104624610563+1843151+0,246104624610563+1842784+0,1,
124,124,,,246109524611753+1843151+0,246109524611753+1842784+0,1,
124,124,,,246103224610402+1843154+0,246103924610432+1842785+0,1,
124,124,,,246104624610563+1843160+0,246104624610563+1842786+0,1,
124,124,,,246106124610633+1843160+0,246106124610633+1842786+0,1,
124,124,,,246099424610015+1843161+0,246099424610015+1842787+0,1,
124,124,,,246099724610001+1843167+0,246099724610001+1842791+0,1,
124,124,,,246106124610634+1843167+0,246106124610634+1842791+0,1,
124,124,,,246107224610866+1856369+0,246107224610866+1855684+0,1,
124,124,,,246101024610107+1856387+0,246101024610527+1855705+0,1,
124,124,,,246101724610177+1856389+0,246101024610527+1855705+0,1,
124,124,,,246107224610866+1856390+0,246107224610866+1855706+0,1,
124,124,,,246099624609967+1856405+0,246099624609967+1855719+0,1,
124,124,,,246102324610306+1856430+0,246100924610306+1855743+0,1,
124,124,,,246106024610656+1856434+0,246106024610656+1855745+0,1,
124,124,,,246099624609967+1856491+0,246099624609967+1855796+0,1,
124,124,,,246100724610074+1856514+0,246100724610074+1855818+0,1,
124,124,,,246101624610166+1856518+0,246100924610306+1855820+0,1,
124,124,,,246110024611776+1856520+0,246110024611776+1855822+0,1,
124,124,,,246099624609967+1856535+0,246099624609967+1855835+0,1,
124,124,,,246102424610527+1856559+0,246101024610527+1855860+0,1,
124,124,,,246109424611717+1856559+0,246109424611717+1855860+0,1,
124,124,,,246101724610177+1856561+0,246101024610527+1855860+0,1,
124,124,,,246100224610026+1856581+0,246100224610026+1855874+0,1,
124,124,,,246108824610931+1856586+0,246108824610931+1855879+0,1,
124,124,,,246101724610177+1856607+0,246101024610527+1855897+0,1,
124,124,,,246106024610651+1856609+0,246106024610651+1855898+0,1,
124,124,,,246099524609956+1856623+0,246099524609956+1855909+0,1,
124,124,,,246100224610026+1856645+0,246100224610026+1855929+0,1,
124,124,,,246100324610037+1856646+0,246100324610037+1855930+0,1,
124,124,,,246109424611717+1856650+0,246109424611717+1855934+0,1,
124,124,,,246101724610177+1856652+0,246101024610527+1855934+0,1,
124,124,,,246106024610651+1856654+0,246106024610651+1855935+0,1,
124,124,,,246108724610877+1856656+0,246108724610877+1855936+0,1,
124,124,,,246099524609956+1856689+0,246099524609956+1855965+0,1,
124,124,,,246100224610026+1856691+0,246100224610026+1855967+0,1,
124,124,,,246100324610037+1856692+0,246100324610037+1855968+0,1,
124,124,,,246107224610866+1856700+0,246107224610866+1855970+0,1,
124,124,,,246100324610037+1856716+0,246100324610037+1855987+0,1,
124,124,,,246101024610527+1856718+0,246101024610527+1855991+0,1,
124,124,,,246100924610096+1856736+0,246100924610306+1856009+0,1,
124,124,,,246108824610931+1856740+0,246108824610931+1856011+0,1,
124,124,,,246102324610306+1856770+0,246100924610306+1856038+0,1,
124,124,,,246110024611776+1856774+0,246110024611776+1856040+0,1,
124,124,,,246102324610306+1856804+0,246100924610306+1856058+0,1,
124,124,,,246101724610177+1856807+0,246101024610527+1856059+0,1,
124,124,,,246110024611776+1856808+0,246110024611776+1856060+0,1,
124,124,,,246099624609967+1856822+0,246099624609967+1856071+0,1,
124,124,,,246102324610306+1856827+0,246100924610306+1856076+0,1,
124,124,,,246101724610177+1856830+0,246101024610527+1856077+0,1,
124,124,,,246099524609956+1856134+0,246099524609956+1855484+0,1,
124,124,,,246100224610026+1856136+0,246100224610026+1855486+0,1,
124,124,,,246101724610177+1856143+0,246101024610527+1855491+0,1,
124,124,,,246106024610656+1856144+0,246106024610656+1855489+0,1,
124,124,,,246105124610586+1856163+0,246105124610586+1855508+0,1,
124,124,,,246100924610096+1856164+0,246100924610306+1855506+0,1,
124,124,,,246106624610807+1856189+0,246106624610807+1855538+0,1,
124,124,,,246108724610877+1856262+0,246108724610877+1855601+0,1,
124,124,,,246106024610656+1856302+0,246106024610656+1855630+0,1,
124,124,,,246108824610936+1856302+0,246108824610936+1855630+0,1,
124,124,,,246101024610527+1856323+0,246101024610527+1855648+0,1,
124,124,,,246103724611776+1856324+0,246103724610586+1855646+0,1,
124,124,,,246100224610026+1856340+0,246100224610026+1855662+0,1,
124,124,,,246100724610074+1856342+0,246100724610074+1855664+0,1,
124,124,,,246101624610166+1856346+0,246100924610306+1855666+0,1,
124,124,,,246106024610651+1856348+0,246106024610651+1855668+0,1,
124,124,,,246107224610866+1856348+0,246107224610866+1855668+0,1,
124,124,,,246099724610001+1843169+0,246099724610001+1842799+0,1,
124,124,,,246101124610283+1843169+0,246101124610283+1842799+0,1,
124,124,,,246104624610562+1843169+0,246104624610562+1842799+0,1,
124,124,,,246108924610913+1843169+0,246108924610913+1842799+0,1,
124,124,,,246099224609934+1843173+0,246099224609934+1842807+0,1,
124,124,,,246101124610284+1843173+0,246101124610284+1842807+0,1,
124,124,,,246106724610843+1843173+0,246106724610843+1842807+0,1,
124,124,,,246103924610401+1843175+0,246103924610411+1842810+0,1,
124,124,,,246106124610632+1843182+0,246106124610632+1842815+0,1,
124,124,,,246100424610052+1843182+0,246100424610052+1842815+0,1,
124,124,,,246101124610283+1843182+0,246101124610283+1842815+0,1,
124,124,,,246106724610841+1843182+0,246106724610841+1842815+0,1,
124,124,,,246106724610842+1843182+0,246106724610842+1842815+0,1,
124,124,,,246103424610363+1843183+0,246103224610343+1842817+0,1,
124,124,,,246104324611765+1843183+0,246101524611765+1842816+0,1,
124,124,,,246103224610331+1843184+0,246103224610341+1842817+0,1,
124,124,,,246103924610411+1843184+0,246103924610401+1842817+0,1,
124,124,,,246099224609933+1843185+0,246099224609933+1842819+0,1,
124,124,,,246100424610052+1843185+0,246100424610052+1842819+0,1,
124,124,,,246101124610282+1843185+0,246101124610282+1842819+0,1,
124,124,,,246106724610842+1843185+0,246106724610842+1842819+0,1,
124,124,,,246106724610844+1843185+0,246106724610844+1842819+0,1,
124,124,,,246100624610063+1843187+0,246100624610063+1842821+0,1,
124,124,,,246100424610051+1843189+0,246100424610051+1842823+0,1,
124,124,,,246109524611753+1843189+0,246109524611753+1842823+0,1,
124,124,,,246103224610363+1843190+0,246103224610413+1842825+0,1,
124,124,,,246105024611765+1843190+0,246101524611765+1842824+0,1,
124,124,,,246099724610002+1843193+0,246099724610002+1842831+0,1,
124,124,,,246099724610003+1843193+0,246099724610003+1842831+0,1,
124,124,,,246100424610051+1843193+0,246100424610051+1842831+0,1,
124,124,,,246101124610282+1843193+0,246101124610282+1842831+0,1,
124,124,,,246108924610912+1843193+0,246108924610912+1842831+0,1,
124,124,,,246103224610332+1843196+0,246103224610332+1842834+0,1,
124,124,,,246103924610412+1843196+0,246103924610412+1842834+0,1,
124,124,,,246099224609934+1843201+0,246099224609934+1842838+0,1,
124,124,,,246099224609934+1843205+0,246099224609934+1842843+0,1,
124,124,,,246109524611752+1843205+0,246109524611752+1842843+0,1,
124,124,,,246099224609933+1843214+0,246099224609933+1842851+0,1,
124,124,,,246099724610002+1843214+0,246099724610002+1842851+0,1,
124,124,,,246103924610411+1843217+0,246103224610411+1842853+0,1,
124,124,,,246099724610004+1843227+0,246099724610004+1842858+0,1,
124,124,,,246100424610051+1843227+0,246100424610051+1842858+0,1,
124,124,,,246101124610282+1843227+0,246101124610282+1842858+0,1,
124,124,,,246101124610283+1843227+0,246101124610283+1842858+0,1,
124,124,,,246101124610284+1843227+0,246101124610284+1842858+0,1,
124,124,,,246104624610564+1843227+0,246104624610564+1842858+0,1,
124,124,,,246106124610634+1843227+0,246106124610634+1842858+0,1,
124,124,,,246109524611751+1843227+0,246109524611751+1842858+0,1,
124,124,,,246103224610401+1843230+0,246103224610341+1842860+0,1,
124,124,,,246099224609933+1843232+0,246099224609933+1842861+0,1,
124,124,,,246099724610002+1843232+0,246099724610002+1842861+0,1,
124,124,,,246101124610281+1843232+0,246101124610281+1842861+0,1,
124,124,,,246103924610402+1843232+0,246103924610412+1842863+0,1,
124,124,,,246104624610562+1843232+0,246104624610562+1842861+0,1,
124,124,,,246106724610843+1843232+0,246106724610843+1842861+0,1,
124,124,,,246108924610913+1843232+0,246108924610913+1842861+0,1,
124,124,,,246108924610914+1843232+0,246108924610914+1842861+0,1,
124,124,,,246109524611751+1843232+0,246109524611751+1842861+0,1,
124,124,,,246099724610002+1843238+0,246099724610002+1842868+0,1,
124,124,,,246099724610004+1843238+0,246099724610004+1842868+0,1,
124,124,,,246106124610632+1843238+0,246106124610632+1842868+0,1,
124,124,,,246099724610002+1843251+0,246099724610002+1842886+0,1,
124,124,,,246104624610563+1843251+0,246104624610563+1842886+0,1,
124,124,,,246106724610841+1843251+0,246106724610841+1842886+0,1,
124,124,,,246099224609933+1843263+0,246099224609933+1842899+0,1,
124,124,,,246099724610004+1843263+0,246099724610004+1842899+0,1,
124,124,,,246101124610283+1843263+0,246101124610283+1842899+0,1,
124,124,,,246100624610063+1843265+0,246100624610063+1842901+0,1,
124,124,,,246099224609933+1843273+0,246099224609933+1842912+0,1,
124,124,,,246099724610002+1843273+0,246099724610002+1842912+0,1,
124,124,,,246101124610281+1843273+0,246101124610281+1842912+0,1,
124,124,,,246101124610284+1843273+0,246101124610284+1842912+0,1,
124,124,,,246104624610562+1843273+0,246104624610562+1842912+0,1,
124,124,,,246104624610564+1843273+0,246104624610564+1842912+0,1,
124,124,,,246108924610914+1843273+0,246108924610914+1842912+0,1,
124,124,,,246109524611752+1843273+0,246109524611752+1842912+0,1,
124,124,,,246101524611765+1843274+0,246101524611765+1842913+0,1,
124,124,,,246101124610281+1843277+0,246101124610281+1842915+0,1,
124,124,,,246104624610562+1843277+0,246104624610562+1842915+0,1,
124,124,,,246109524611751+1843277+0,246109524611751+1842915+0,1,
124,124,,,246103224610412+1843279+0,246103224610402+1842918+0,1,
124,124,,,246099724610004+1843285+1,246099724610004+1842967+1,1,
124,124,,,246101124610281+1843285+1,246101124610281+1842967+1,1,
124,124,,,246106124610633+1843285+1,246106124610633+1842967+1,1,
124,124,,,246106124610634+1843285+1,246106124610634+1842967+1,1,
124,124,,,246103224610411+1843287+1,246103224610341+1842969+1,1,
124,124,,,246103224610342+1844217+1,246103224610362+1842754+0,1,
124,124,,,246103224610343+1844217+1,246103224610363+1842754+0,1,
124,124,,,246099224609934+1842996+0,246099224609934+1842618+0,1,
124,124,,,246101124610282+1842996+0,246101124610282+1842618+0,1,
124,124,,,246104624610561+1842996+0,246104624610561+1842618+0,1,
124,124,,,246106724610841+1842996+0,246106724610841+1842618+0,1,
124,124,,,246106724610844+1842996+0,246106724610844+1842618+0,1,
124,124,,,246108924610913+1842996+0,246108924610913+1842618+0,1,
